,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin
348, March 2020,5,Domestic,Basic Economy,Very Pleasant Flight,This was my first time to fly Allegiant Airlines and it was a very pleasant experience.  Everything was orderly and I arrived at my destination approximately 10 minutes early.,Allegiant,low-cost,USA
349, March 2020,5,Domestic,Basic Economy,Non stop affordable flight to Savannah Georgia,Fast non stop to Savannah.  No problems. They offer many non stop flights for a  very affordable price.,Allegiant,low-cost,USA
350, January 2020,5,Domestic,Basic Economy,Great Allegiant flight,I fly Allegiant a few times a year to Knoxville.  You can’t beat the price.  My flights have  landed on time & early.  Great non stop flights.  Flight attendants are friendly & helpful.  Certainly recommend them to others.,Allegiant,low-cost,USA
351, March 2020,5,Domestic,Basic Economy,a great bargain and price. we have never had any issues with Allegiant. on time and very friendly service. The only nega,a great bargain and price. we have never had any issues with allegiant after using them many times. we had a non stop flight and was early both ways.the only issue may be the 40 pound limit they have.,Allegiant,low-cost,USA
352, February 2020,5,Domestic,Basic Economy,Excellent low cost airline,Seats are as roomy as more expensive airline and the flight attendants are always friendly and professional.,Allegiant,low-cost,USA
353, March 2020,5,Domestic,Economy,You can’t beat the price.,We used allegiant and these airports several times during the last few years. You can’t beat it for the price. Greensboro airport is amazing. Sanford is growing and a little more time consuming than in the past. Our flight left at 6:40am. We got there at 5:00am and the security…,Allegiant,low-cost,USA
354, March 2020,5,Domestic,Economy,Good local travel option,"Helps to have a local direct flight.   Saves drive time, traffic, and having to stay overnight in Newark .",Allegiant,low-cost,USA
355, February 2020,4,Domestic,Economy,.,Check in was real slow checking in. Only one person behind the counter.  Arrived 2 hours early and almost missed our flight.  Once through security everything was great.,Allegiant,low-cost,USA
356, December 2019,4,Domestic,Economy,Cheapmfare,"Out of Fort Lauderdale. The flight left on time . The captain kept us inform. The flight attendant were great. Not much room I chair, but for $100.00 round trip. Can’t beat it for a two hour flight. Would definitely fly it again.",Allegiant,low-cost,USA
357, March 2020,5,Domestic,Basic Economy,so inexpensive,Below half the price of any other airlines. Still got me there..lol. Amazing alternative to expensive names. The only thing is you have to travel on their specific dates. Maybe once they become better known they will increase their days. So..if your flexible definitley take…,Allegiant,low-cost,USA
358, February 2020,5,Domestic,Basic Economy,It works well for me.,"I love Allegiant! They fly from my closest airport, great low prices, friendly staff, have always been on time, smooth operation, neat clean planes.  No frills, but they do what I need. PS - If you are tall, the seats might be cramping. I am 5'1"", so no problem.",Allegiant,low-cost,USA
359, March 2020,5,Domestic,Basic Economy,Las Vegas good time,I have flown this airline several times. I love the non-stop flights. Nothing fancy just basic. just as good as service as the so called Major airlines,Allegiant,low-cost,USA
360, November 2019,5,Domestic,Basic Economy,Great Airline!,"This was my first time flying with Allegiant, and I would highly recommend this airline. It was super easy to print off boarding passes via their website. If you don't want to use a boarding pass, they can scan your pass using the app.  As for the plane itself, it was extremely…",Allegiant,low-cost,USA
361, February 2020,5,Domestic,Economy,"no nonsense, excellent airline",on time.  clean new airplanes.  great airline. only down side is that  they only have a few flights per week for most route.  this airline is a gem.  they have no wifi on their planes.,Allegiant,low-cost,USA
362, February 2020,5,Domestic,Basic Economy,great flight,"Flying Allegiant is great. Even though they charge you for the extras, the price for the flight  is usually pretty inexpensive. It's nothing glamorous, but getting to my destination as easy and fast as possible is my main concern.",Allegiant,low-cost,USA
363, January 2020,5,Mexico,Basic Economy,Super Charter Flight,Super efficient! Took a charter out of PIT to CUN for an Apple Vacations trip. The early morning on the 3-6-20 Friday we departed was a mad house at security. I have never seen the line that long. At the Allegiant check-in we were given a fabulous little pink sticker (P) giving…,Allegiant,low-cost,USA
364, February 2020,5,Domestic,Basic Economy,Great flight,This is my third time flying with Allegiant Air. I have never had a bad seat or bad flight. Staff have always been pleasant and very helpful. Always arrived on time or early.,Allegiant,low-cost,USA
365, December 2019,4,Domestic,Basic Economy,No frills but it gets you where you are going,Allegiant Air is a convenient quick way to travel.  You don’t pay a lot but you don’t get any frills either. They are very adamant about only one personal item for free. If you carry a purse it must go into your personal item or you pay for it. No free anything. Snacks and all…,Allegiant,low-cost,USA
366, March 2020,5,Domestic,Economy,A real Value,I have flown Allegiant many times. This airine is a real bargain with the feel of a more expensive airline. I flew from Tucson to Indianapolis for under $90. The employees are very pleasant and professional. I highly recommend them.,Allegiant,low-cost,USA
367, February 2020,3,Domestic,Basic Economy,IT WAS OK,going down was not good they could not get fuel in plane they made us sit on plane for 1 hour then let us off to get some thing to eat and go to washroom then back on plane then they got it fixed,Allegiant,low-cost,USA
368, February 2020,5,Domestic,Economy,Girls just wanna have fun,"Superb! Unbelievable cost, on time, friendly. Would I do it again? YES. A tad early flight on Thursday the return flight but the Saturday afternoon flight was perfect and gave us time to start our journey into Nashville!",Allegiant,low-cost,USA
369, March 2020,4,Domestic,Basic Economy,No hiccups,"Good flight -- on time, courtesous staff and comfortable ride in the exit aisle.  No frills but on this short flight, we didn't need anything extra.",Allegiant,low-cost,USA
370, February 2020,3,Domestic,Basic Economy,round trip to Orlando Sanford,"Very basic, no frills flights. No WI-Fi, No charging plugs, no entertainment. Should have been cheaper for this level of service",Allegiant,low-cost,USA
371, September 2019,4,Domestic,Basic Economy,Underrated overachievers,"My wife and I have been flying with allegiant long enough to watch them blossom into an exceptional low cost airline. The staff is polite and top notch. On our last trip to Vegas we arrived ahead of schedule and returned ahead of schedule , which is unheard of and a first for…",Allegiant,low-cost,USA
372, March 2020,5,Domestic,Basic Economy,Bare Bones BUT I love it!,Allegiant did a super job loading us efficiently and quickly.  Flight attendants kept up aware of anything we needed to know.  Our flight was very smooth and the descending and ascending seemed at a pace that didn't blow your ears!  After we landed and were driving away from the…,Allegiant,low-cost,USA
373, March 2020,3,Domestic,Basic Economy,"Most uncomfortable seats in the world.  No padding, too close, too tight.  Awful",Never again will we leave to arrive somewhere after 10 pm.  Had to spend another $200 for a hotel room because we couldn't drive the two and a half hours to our destination in Green Valley.  Hotel in Mesa on Power Road was terrible.  It was a Best Western and the smell in the…,Allegiant,low-cost,USA
374, February 2020,2,Domestic,Economy,Fight was delayed,"Where to start, personnel had everyone with priority boarding and ADA muster to lower level before the plane even landed where we had to stand, (No seats). After they got passengers of from arriving flight they ended up delaying flight and had us un-check in.  The flight was…",Allegiant,low-cost,USA
375, February 2020,5,Domestic,Basic Economy,Allegiant is the only way to fly,"Easy in, easy out! This is a two hour flight that is affordable with great staff. Why pay extra??? We take our own in-flight entertainment via tablets and enjoy the trip.",Allegiant,low-cost,USA
376, February 2020,5,Domestic,Basic Economy,Great price.,No frills and inexpensive.  Nice new airline with minimum service but very polite.  Will Definately be using again.,Allegiant,low-cost,USA
377, January 2020,4,Domestic,Basic Economy,Bad weather leaving Florida,Flight leaving Florida was delayed several hours due to thunderstorms. Rockford is a small airport and rental car company closed. Stranded in Rockford for the night . Return flight was uneventful and ontime.,Allegiant,low-cost,USA
378, February 2020,5,Domestic,Economy,Great service and very polite,"Both the flight down and back were great! Polite, efficient and friendly. What else can you ask for?",Allegiant,low-cost,USA
379, February 2020,5,Domestic,Economy,Rbg,Great flt... everything perfect... on time .speedy boarding and arrival crew conscientious and friendly . Check in on line was a beeeze and boarding pass on line helpful as well,Allegiant,low-cost,USA
380, November 2019,5,Domestic,Basic Economy,Great airline!,From the initial ticket purchase to the deplaning at the end of the flight they were wonderful.  On line ticket purchasing is easy and accurate. Boarding is quick and professional.,Allegiant,low-cost,USA
381, January 2020,5,Domestic,Basic Economy,Wonderfu flight,"This was a non stop flight, unheard of with other airlines. The seats were ok comfortable and the  flight was on time! We did have to pay for luggage, but one checked bag worked for us all as we planned to do laundry at Gramma's house anyway. We did not pay for seating and there…",Allegiant,low-cost,USA
382, March 2020,5,Domestic,Economy,On time. nice flight,"Flight was on time and was a nice flight. Attendants were good, no trouble with the baggage as we had checked two bags. We had to cancell our return trip and get one the following morning so I am glad we had the travel insurance. The insurance didn't cover the baggage fees or…",Allegiant,low-cost,USA
383, March 2020,5,Domestic,Economy,Great airline,"Great, low cost airline.  No frills, but great service at an affordable price.  Highly recommend.  Have always had great service.",Allegiant,low-cost,USA
384, February 2020,3,Domestic,Basic Economy,Never on time,"Got to the airport & flight was delayed for 45 minutes, then 20 minutes, then 10 minutes, boarded plane, was then supposed to leave at 3:00, sat on tarmac for another 30 minutes, finally took off, good flight & landed in Evansville about 30 minutes late!!",Allegiant,low-cost,USA
385, February 2020,3,Domestic,Basic Economy,Orlando trip,seats are hard as brick & very tight. Flight was delayed for 3 hours for misplaced tools from servicing.,Allegiant,low-cost,USA
386, February 2020,5,Domestic,Economy,Great flight,"The aircraft was new in appearance, the seats were comfortable, the flights departed and arrive on-time.",Allegiant,low-cost,USA
387, March 2020,4,Domestic,Basic Economy,"Surprisingly good, efficient and on-time  arrival and departures","For an economy no-frills airline, this was better than my expectations.  far better than Spirit airlines!  Even though they fly out of limited airports, the service was fast, efficient and easy.  Staff was courteous, and spoke when spoken to.  I hope they expand their services…",Allegiant,low-cost,USA
388, February 2020,5,Domestic,Basic Economy,Allegiant - just plane easy,"Allegiant gets the “flight done” efficiently, on time and economically.  It is basic travel from point A to point B with no frills or inflight entertainment.  Hats off to Allegiant for flights made  “just plane easy”!",Allegiant,low-cost,USA
389, February 2020,5,Domestic,Basic Economy,Terrific Flight and Fantastic Staff,This flight left before the scheduled time because everyone was seated.  Completely professional staff with great attitude and always fun and smiling.  Arrived early!  Not a problem with ANYTHING!,Allegiant,low-cost,USA
390, February 2020,4,Domestic,Basic Economy,Quick Trip to Florida,"Allegiant is a very cheap, quick flight to get you where you're going. No bells or whistles to speak of, just quick direct flight to your destination. Have to say, the flight to Florida was pretty good, the flight coming back home was a bit choppy and I found trash in one of the…",Allegiant,low-cost,USA
391, February 2020,5,Domestic,Basic Economy,Great value,"I have flown Allegiant many, many times from Great Falls MT and Minot ND.  Their prices and hotel packages usually cannot be beat, even with points for other airlines or hotel booking.  Service is good and price depends on how many services (ex. baggage, priority) you want to…",Allegiant,low-cost,USA
392, September 2019,4,Domestic,Economy,Allegiant is so convenient!,"Allegiant continues to provide the most convenient itinerary from St. Petersburg, FL to Allentown, PA.  2-1/2 hours and you are there. Flights are mostly at convenient times and on time.",Allegiant,low-cost,USA
393, March 2020,3,Domestic,Basic Economy,Direct flight and inexpensive,The flight was packed. Lots of vacationers heading to warmer weather. Plane arrived late disembarked and reloaded. Seats and floors were dirty. We traveled with our dog for the 1st time. He is 12lbs cost more than our tickets. Then we have to stick him under our seats. No room…,Allegiant,low-cost,USA
394, March 2020,4,Domestic,Economy,Really Nice Flight,"I was a bit reluctant to fly Allegiant, knowing it was a ""no frills"" airline.  I was pleasantly surprised.  The seats are pretty narrow, but this was no problem as I had a row to myself.  All the employees were very nice and courteous.  We took off on time, and actually arrived…",Allegiant,low-cost,USA
395, January 2020,4,Domestic,Basic Economy,On time both ways,"In both directions, this flight was on time.  That is the number one thing I look for in an airline.  It was budget with no service of any refreshments or extras but the place was large, appeared clean and seats were roomier than other low-cost airlines I have flown.",Allegiant,low-cost,USA
396, February 2020,5,Domestic,Basic Economy,First time traveling with Allegiant,Had a flawless experience with this first Allegiant Air trip.  Already booked another for April.  Received a notice from the CEO with regard to the CORONAVIRUS and the companies current position.,Allegiant,low-cost,USA
397, December 2019,4,Domestic,Basic Economy,"Quick, convenient, no problems","It was everything you would expect for a low-cost airline.  There are no frills, but an inexpensive, comfortable flight.",Allegiant,low-cost,USA
398, March 2020,3,Domestic,Basic Economy,Gets me from point A to point B for cheaper,I like this airline because it is convenient for me. My departing airport is small & easy to get in and out of. The airline has direct flights to places I need to go to and this works for me. It is a no frills airline and you get what you pay for.  If you want to get to your…,Allegiant,low-cost,USA
399, December 2019,4,Domestic,Economy,Super easy fight,"Allegiant has its pluses and minuses.   The good, planes are new and clean.   Sanford and Concord are a dream to fly from.   There is very little traffic at these airports, so you can get in and out quickly.  Parking and rental cars are close by.   Allegiant seems to be fairly…",Allegiant,low-cost,USA
400, March 2020,4,Domestic,Economy,Uneventful flight from Knoxville to Vegas,"Recently flew from Knoxville to Vegas via Allegiant and had no problems.  I elected to simply use a backpack and forgo paying for a carry on.  While stuffing four nights worth of clothing was a bit of a challenge, i had no difficulty placing the pack under the seat in front of…",Allegiant,low-cost,USA
401, March 2020,5,Domestic,Economy,Flight for my mother's funeral,"Had to make quick arrangements for a flight back home for my mother's funeral. Things went smoothly, flight on time with no delays.",Allegiant,low-cost,USA
402, March 2020,4,Domestic,Basic Economy,"If they don't have a maintenance issue, it's a beautiful thing!",We were delayed 5 hours on our most recent flight BUT we have likely flown at least 10 times (return) on this airline and NOT had any issues.  The flights are all direct.  Seating does NOT recline so you don't have the person in flight reclining into your lap.  They charge…,Allegiant,low-cost,USA
403, January 2020,5,Domestic,Basic Economy,Punta Gorda,"Every flight that we have taken on Allegiant Air has been great! We have never had any problems with any of our flights taken. They run on schedule and are true to their flight times coming and going. The money we saved by taking Allegiant Air, we were able to spend on the…",Allegiant,low-cost,USA
404, February 2020,5,Domestic,Basic Economy,Cheap and Easy,"Allegiant flies directly from Missoula to Mesa, Az. Both airports are small, and very easy to navigate. Be aware that the low, advertised price does NOT include carry on luggage, which, at the time of my flight was an additional $20 each way. Also, if you want to pre select your…",Allegiant,low-cost,USA
405, March 2020,5,Domestic,Basic Economy,Great  Low Cost Airline,"Staff very friendly, plane was very clean. They do offer in flight service at a reasonable cost. Have flown with them numerous times and have never had an issue. Saves me a lot of money compared to flying out of Canada even having to pay in US dollars,  extra charges such as…",Allegiant,low-cost,USA
406, February 2020,5,Domestic,Basic Economy,Vacation Trip,"I traveled back home March 9th and when I checked my bag,the ticket agent informed me that my bag was 6 pounds overweight. She then said, no worries, I'm going to help you, and she set my suitcase right beside the scale and helped me distribute the weight to my carry-on! I was…",Allegiant,low-cost,USA
407, February 2020,5,Domestic,Economy,Vacation flight to Florida,Gotta love it!  Room on the plane; off on time; in early.  Service on the plane was wonderful.  Smooth flight all the way into St. Pete.  Highly recommended for anyone travelling to FLA.,Allegiant,low-cost,USA
408, March 2020,3,International,Economy,The Direct flight from Orlando to Fargo is Great,My biggest argument is if you do not screen shot your bill good luck trying to get a copy to get paid you will wait over an 1.5 hours on hold i had to do chat 4 times to get a digital copy if my bill.  That to me is a fail  I worked the web site the app and the counter no help…,Allegiant,low-cost,USA
409, October 2019,5,Domestic,Economy,Allegiant Air,Flight both ways was esrly getting to our destination. Flught crew was pleasant and helpful. I will continue to fly Allegiant in the future,Allegiant,low-cost,USA
410, March 2020,2,Domestic,Economy,Got us there .,Went to airport an hour early so we could have time for a sit down lunch—-instead we stood in line with 20 other people to check our luggage because Allegiant ee’s dont come by until a certain time before flight.  By then there were 70 people in line. The “steerage” class…,Allegiant,low-cost,USA
411, March 2020,4,Domestic,Economy,Great experience,Ground crew in GR was a bit grumpy. This may have been die to last minute gate chance because pilot pulled into Frontier spot... Oh well.  Nice flight with friendly crew.,Allegiant,low-cost,USA
412, February 2020,3,Domestic,Basic Economy,Budget Flight OK,"cost will depend on date of travel as it varies day to day depending on some criteria I do not know. They only fly twice a week. If all you need is transportation from here to there it is ok, but if you want more, such as checked baggage, seat selection, a carry on that needs to…",Allegiant,low-cost,USA
413, February 2020,4,Domestic,Basic Economy,First time and would do it again,"Used Allegiant for the first time because the airport would be closer to my destination. Even with adding on bag fees, it was pretty economical. The agents both online, on phone, and in person were very pleasant and helpful. I did have one problem with the website saying my…",Allegiant,low-cost,USA
414, April 2019,5,Domestic,Economy,Great flight and service,"Had a good flight, boarded early and even arrived a little early.  Service was good. Plane was clean and all the passengers were pleasant.",Allegiant,low-cost,USA
415, October 2019,5,Domestic,Basic Economy,"Great flight, very friendly crew","Great flight, very friendly crew.  Flight was on time and easy departing the plane.  Food was available for a price.",Allegiant,low-cost,USA
416, October 2019,5,Domestic,Basic Economy,Great Service,"Second time with Allegiant and another great experience. Can’t beat their prices and the crew and staff are first class - pleasant, very helpful and responsive. So easy to fly from Niagara NY ...small friendly airport.",Allegiant,low-cost,USA
417, March 2020,1,Domestic,Basic Economy,Allegiant Air: Record profits from customer misery.,A recent afternoon flight on a clear day with no weather events anywhere in the country entailed a FIVE HOUR DELAY from our local airport. There was no notice of delay until check-in. A one hour delay became a 5 hour delay. A $50 voucher on a future flight is insufficient. Not…,Allegiant,low-cost,USA
418, March 2020,3,Domestic,Economy,Allegiant Flight,"The seats are very uncomfortable. It made it all the worse that we were diverted to Pittsburgh, and the overall flight had us on the plane from 11:40 a.m. until 7:00 p.m.   We had to wait a ridiculously long time to gain access to a gate when we arrived, which was more an…",Allegiant,low-cost,USA
419, March 2020,2,Domestic,Basic Economy,"IND to LAS via Allegiant, Veteran's bags free, spouse's not","This is the second time we have gone to Vegas via Allegiant Air out of Indianapolis. What we do love is that the flight is nonstop and fairly quick, just over 3 hours there and right at 3 hours returning. Every Allegiant flight we have ever been on has included a welcoming and…",Allegiant,low-cost,USA
420, February 2020,5,Domestic,Basic Economy,"boring, just like I like a flight","Perfect flight.  On time, and comfortable.  It was a direct flight and Allegiant doesn't fly everywhere but if you can find a flight they are usually the cheapest!",Allegiant,low-cost,USA
421, February 2020,5,Domestic,Economy,LOVE ALLEGIANT!,"LOVE, LOVE, LOVE! Everything I needed and then some! Easy to purchase and select my seats.  Very accommodating and a great flight team!",Allegiant,low-cost,USA
422, March 2020,4,International,Basic Economy,Flight to Florida,Living in Montreal with a home in Florida we regularly travel this route   The flights are good and nonstop and I am a wheelchair case and the airport services couldn’t be better,Allegiant,low-cost,USA
423, March 2020,5,Domestic,Basic Economy,Great!,Flight was ahead of schedule.......Which I appreciated!! Arrived early at our destination.  Very quiet flight with great stewardess.,Allegiant,low-cost,USA
424, March 2020,5,Domestic,Basic Economy,Allegiant is a great affordable airline,"Allegiant always has great service and flights! I have taken them for almost 7 years with very little problems. I do wish you had more dates to choose from, but if you plan ahead it works great!",Allegiant,low-cost,USA
425, December 2019,5,Domestic,Basic Economy,Great Airline!!!,"From the cost to comfort, from cleanliness to friendliness, it’s a 10 across the board.  I’ve flown with them to Grand Island, Nebraska as well which was great but this flight to Tulsa was perfect.  Easy booking, cheap rates and they don’t skimp on quality.  I’m a nervous flyer…",Allegiant,low-cost,USA
426, March 2020,1,Domestic,Economy,Twelve hour delay,"This was my first time flying with Allegiant. I chose it for the direct flight. Going to Austin from Cincinnati went well except for being dropped off at the South Terminal in Austin. I wasn't aware of this and actually thought I was in a wrong city. Then the return trip,…",Allegiant,low-cost,USA
427, February 2020,5,Domestic,Economy,Great Flight,Great non-stop flight from New Orleans to Grand Rapids.  Bought the bundled package and was really happy with the Extra benefits and all charges rolled in to one price.  Plane was very clean and nice and staff was very helpful.  Will fly again!,Allegiant,low-cost,USA
428, February 2020,1,Domestic,Economy,AVOID ALLEGIANT AT ALL COSTS,Allegiant is such an unethical company.  We had a flight from LA to Boise.  They cancelled our flight and told us they would refund our money or let us take another flight 4 days later.  The amount they offered did not come close to covering the costs of the cancellation between…,Allegiant,low-cost,USA
429, February 2020,4,Domestic,Economy,Clean and efficient,The staff at both Cedar Rapids and Mesa were so friendly. They didn’t rush us and actually talked to us! It was so refreshing compared to the larger airports!  Our flight was delayed but was informed and got to our destination safely.,Allegiant,low-cost,USA
430, March 2020,5,Domestic,Basic Economy,Rescheduling due to Conference cancellation from Corona Virus,"I had purchased my ticket in December, was sure nothing would stop me from going to a work conference so I didn't buy insurance.  Then the Corona Virus Scare, conference cancelled.  I was pessimistic about rescheduling, but Allegiant made it easy and due to the circumstances…",Allegiant,low-cost,USA
431, February 2020,4,Domestic,Economy,Nice direct flight from MI to AZ,After flying Allegiant many years I was VERY happy to find out that they now have the BEST  perks  for military of any airline I've flown.   Veterans get 3 FREE bags checked PLUS one pet FREE.   You just have to book a pet in advance.   No other carries offer such great perks to…,Allegiant,low-cost,USA
432, March 2020,1,Domestic,Economy,Worst airline EVER,I will never fly with Allegiant ever again. We were trying to leave Fort Lauderdale and got to the airport a few hours before our flight so we could get checked in and through security in time to have dinner before our flight. We waited in line to check our bags for 45 minutes…,Allegiant,low-cost,USA
433, August 2019,5,Domestic,Economy,Sunday to Thursday Rockford to Las Vegas,"I have taken this flight many times. It is very convenient for those who live in the Rockford area. The downside is they only fly on Sundays and Thursday. If your schedule will allow, for the money and convenience it is a great way to get to Las Vegas. Flight was about $175…",Allegiant,low-cost,USA
434, February 2020,4,Domestic,Basic Economy,First time on Allegiant,"This is a no fringes airline that only flies direct between bases.  That’s a big benefit. Other benefit is that it flies in and out of smaller regional airports. It’s less hassle parking, checking in, security, etc.  We found the staff and service friendly and very organized. …",Allegiant,low-cost,USA
435, February 2020,4,Domestic,Basic Economy,"Cheap Seats, Efficient Airline"," While wintering in Florida It became necessary one day to return home quickly to attend a matter. I found Allegiant Air with non-stop flights to Harrisburg, PA from an Orlando reliever airport in nearby Sanford.  Dealing with Allegiant's web site was painless. You buy a seat,…",Allegiant,low-cost,USA
436, March 2020,1,Domestic,Basic Economy,Rudest attendant I’ve ever encountered,"Traveling back to Asheville from a Bahama trip with 8 total people, 4 in wheel chairs. The attendant for Allegiant in Asheville was very nice and professional. First when our flight landed in Ft Lauderdale from Bimini we were escorted into the priority line for Allegiant due to…",Allegiant,low-cost,USA
437, February 2020,4,Domestic,Economy,Nothing but the truth,"This airline has a great gig going on, 2hrs 40mins and we're in Punta Gorda, this is the 3rd time we have done it and have no problems at all, we'll keep doing it as long as we get good prices. Now this airline will charge you for luggage, so check the fee chart. You can also…",Allegiant,low-cost,USA
438, February 2020,5,Domestic,Basic Economy,Emergency Cancelation Accommodation,"Because of potential exposure to COVID-19, I had to cancel our family trip for Spring Break. I was devastated and worried about having to do so on such short notice (twenty-four hours before our flight). The customer service representative with whom I spoke was so helpful. She…",Allegiant,low-cost,USA
439, March 2020,4,Domestic,Basic Economy,Great price and on time,"Great price, all lights on time. Easy check in and  boarding process. basic service in cabin, but as expected on a economic airline.",Allegiant,low-cost,USA
440, March 2020,2,Domestic,Basic Economy,You Must Have Patience !,"The following is my response to a survey sent by Allegiant.  Allegiant's daily,  email  flight  correspondence is great,...except the itinerary sent on Wednesday,  Feb 12th , the day before our flight,  failed to keep up with the many changes that occurred, ..We were to depart…",Allegiant,low-cost,USA
441, February 2020,5,Domestic,Economy,A great flight/airlines,This was my first flight out of our smaller airport but it was all great.  The check-in process was smooth and fast.  Even though I upgraded to pick my seat and check my bag my fare was still cheaper than if I had flown one of the other airlines from the main airport.,Allegiant,low-cost,USA
442, March 2020,4,Domestic,Economy,Inexpensive flight but counter service lacking,Was returning to Punta Gorda but ticket counter to check bags didn’t open till past 8:15 am. This resulted in long line although was at airport much earlier but couldn’t proceed until bags checked.,Allegiant,low-cost,USA
443, February 2020,5,Domestic,Economy,Great flight,Left on time arrived early if you want snack and or drink have a credit card ready if you have their credit card then your drink is free show them the card,Allegiant,low-cost,USA
444, February 2020,4,Domestic,Basic Economy,Wait at both ends,"After waiting over half and hour behind schedule we finally loaded, eventually taxied to runway only to return to terminal to sit in plane for an hour to supposedly catch up on paperwork. Not very impressive Allegiant.  Also, when ordering tickets for their economy flights, be…",Allegiant,low-cost,USA
445, February 2020,4,Domestic,Economy,Is it ALeeGent or Ali Giant,Allegiant out of Sanford is tremendously convenient.  TSA lines are usually speedy. If you have pre check it is 10x faster.  Allegiant is prompt  80% of the time.  The planes are clean and the crew is friendly and efficient.,Allegiant,low-cost,USA
446, February 2020,4,Domestic,Basic Economy,Do Not Rent a Car with Allegiant - it is more expensive,"I rented a car for our spring break trip thinking it was cheaper than going directly through the company.  As the trip got closer I got an email that said I still owed taxes on the car.  Come to find out, I still need to pay taxes in the airport, which makes the car more…",Allegiant,low-cost,USA
447, February 2020,4,Domestic,Basic Economy,Valentines trip,"Great flight flying out and coming back was even better. Staff is always nice. The wait to leave was a little long but that was due to saftey issues, which I am very thankful the airline takes saftey issues seriously.",Allegiant,low-cost,USA
448, March 2020,4,Domestic,Basic Economy,"Nice Flight, but long wait to dock at FLL","The flight was fast and nice, and everything was fine until we had to wait 43 minutes on the tarmac at a standstill without being able to get up, before being told we were about to move to a gate, but then having to wait another 4 minutes before we even moved.  We got to our…",Allegiant,low-cost,USA
449, November 2019,4,Domestic,Basic Economy,Convenient and priced right,"Began boarding right on time, everyone was on plane so we left early. Arrived earlier than expected and flight was quick and seamless.  Cannot say the same for the flight back, 30 min delay but only 15 minutes late on arrival time, so not too bad.",Allegiant,low-cost,USA
450, February 2020,3,Domestic,Economy,Way too uncomfortable for long flights,"I am not a large person and the seats on the flight are so small and do not recline. For a nearly 4 hour flight, it is extremely uncomfortable and I will never fly Allegiant again for any flight over 2 hours maxium. ",Allegiant,low-cost,USA
451, February 2020,2,Domestic,Economy,Think twice about flying Allegiant Air!,"Flight in January, our flight was delayed three times, I had to call the rental car company and hotel because of our very late arrival; then our seats, which were already selected, were moved three times. Total nightmare!  The second flight I took this February, the flight was…",Allegiant,low-cost,USA
452, February 2020,4,Domestic,Economy,We left a few minutes early on the flights to and from St Petersburg .,With the Allegiant app we were able to pre-register and have our boarding passes on our phone 24 hours before we left Flint and able to do the same before leaving St Petersburg. The confirmation number allowed us to confirm our baggage tags and when we went to the desk the tags…,Allegiant,low-cost,USA
453, March 2020,3,Domestic,Basic Economy,You get what you pay for,"IF you ever watch a Southwest commercial, and they talk about true fares, that is because of carriers like Allegiant. Now, a $50 basic ticket is a great deal... but you get what you pay for. In GRR, the staff was courteous and friendly. On the flight home, the PIE Allegiant…",Allegiant,low-cost,USA
454, February 2020,1,Domestic,Basic Economy,Can't cancel even with health emergency in Florida!,My husband is undergoing chemo and was advised not to travel to Florida as he is in the high risk category and a health emergency has been declared by the Governor. We were told we should have bought insurance and even through other airlines are allowing cancellations Allegiant…,Allegiant,low-cost,USA
455, March 2020,4,Domestic,Economy,"Zip, zip, what an easy trip!","Told the flight was going to be delayed an hour signaled problems ahead, which never occurred. After waiting in a comfortable terminal, and getting a couple of great sunset shots, the plane arrived, we loaded quickly and comfortably. The seats were the only reason I didn't give…",Allegiant,low-cost,USA
456, February 2020,5,Domestic,Economy,This one went well,We love Allegiant because of it’s nonstop service to Florida. But it hasn’t always been dependable. Once we got moved from the morning flight to the late afternoon flight. One less day of sunshine. And one night we were supposed to get back to Cincinnati at 8pm and it was 1am…,Allegiant,low-cost,USA
457, February 2020,3,Domestic,Economy,Good,You cannot beat the price if you want to fly from Asheville to Fort Lauderdale. That said the comfort is non existent and the staff is so so.,Allegiant,low-cost,USA
458, February 2020,4,Domestic,Basic Economy,No problems,"The flight was on time, the ride was smooth and the attendants were very friendly. I had an exit row so leg room was fine.",Allegiant,low-cost,USA
459, March 2020,3,Domestic,Basic Economy,Low airfare equals low comfort,I use Allegiant a lot simply because it has cheap flights.  I would not use them for any flight that was more than 3 hours long.  Seats are WAY to tight of a fit.,Allegiant,low-cost,USA
460, December 2019,5,Domestic,Basic Economy,Great Flight,Everyone was helpful and smiling and greeting us.  The Flint airport was so easy to get in and out of.  My only concern was that we had a hard time finding a part space in long term parking.  But we finally found one and check in was easy and the airport was easy to navigate. I…,Allegiant,low-cost,USA
461, February 2020,1,Domestic,Basic Economy,Terrible Airline,"Though this airline is affordable, there is a reason. We were already at the airport when we were alerted that our flight was cancelled. There were zero accommodations. There were no other flights that day or the next available. We had to fly to a nearby airport, rent a car, and…",Allegiant,low-cost,USA
462, February 2020,1,Domestic,Economy,No rules.,They do not care about their clients. Flight cancelled with no warning. Arrived at airport at 7:30 for 10AM flight sick. App said flight was on time but when we tried to check in flight was cancelled. They said due to Bellingham weather but other airlines were flying thru…,Allegiant,low-cost,USA
